img_idx,source_file,gt_grade,gt_price,gt_payment,ext_grade,ext_price,ext_payment,ext_brand,ext_confidence,price_error,price_match,grade_matched,payment_match,status
473,473.png,Regular,2.309,Credit,,,,,,,False,False,False,MISSED
474,474.png,Diesel,2.999,Both,,,,,,,False,False,False,MISSED
475,475.png,Regular,2.549,Both,,,,,,,False,False,False,MISSED
476,476.png,Regular,2.549,Both,,,,,,,False,False,False,MISSED
477,477.png,Regular,2.549,Both,,,,,,,False,False,False,MISSED
478,478.png,Regular,2.699,Both,,,,,,,False,False,False,MISSED
479,479.png,Diesel,2.599,Both,,,,,,,False,False,False,MISSED
479,479.png,Regular,2.599,Both,,,,,,,False,False,False,MISSED
480,480.png,Regular,2.799,Both,,,,,,,False,False,False,MISSED
480,480.png,Diesel,2.899,Both,,,,,,,False,False,False,MISSED
480,480.png,Premium,3.499,Both,,,,,,,False,False,False,MISSED
481,481.png,Regular,2.799,Both,,,,,,,False,False,False,MISSED
481,481.png,Diesel,2.899,Both,,,,,,,False,False,False,MISSED
481,481.png,Premium,3.499,Both,,,,,,,False,False,False,MISSED
482,482.png,Regular,2.399,Both,,,,,,,False,False,False,MISSED
482,482.png,Mid-Grade,2.59,Both,,,,,,,False,False,False,MISSED
482,482.png,Premium,2.79,Both,,,,,,,False,False,False,MISSED
483,483.png,Regular,2.199,Both,,,,,,,False,False,False,MISSED
483,483.png,Diesel,2.499,Both,,,,,,,False,False,False,MISSED
484,484.png,Regular,2.899,Cash,,,,,,,False,False,False,MISSED
484,484.png,Regular,2.959,Credit,,,,,,,False,False,False,MISSED
485,485.png,Regular,2.849,Cash,,,,,,,False,False,False,MISSED
485,485.png,Regular,2.909,Credit,,,,,,,False,False,False,MISSED
485,485.png,Diesel,3.019,Cash,,,,,,,False,False,False,MISSED
485,485.png,Diesel,3.079,Credit,,,,,,,False,False,False,MISSED
486,486.png,Regular,2.899,Cash,,,,,,,False,False,False,MISSED
486,486.png,Regular,2.899,Credit,,,,,,,False,False,False,MISSED
487,487.png,Regular,2.899,Both,,,,,,,False,False,False,MISSED
488,488.png,Regular,2.799,Credit,,,,,,,False,False,False,MISSED
489,489.png,Regular,2.899,Cash,,,,,,,False,False,False,MISSED
489,489.png,Regular,2.899,Credit,,,,,,,False,False,False,MISSED
490,490.png,Regular,1.779,Both,,,,,,,False,False,False,MISSED
490,490.png,Diesel,2.439,Both,,,,,,,False,False,False,MISSED
491,491.png,Regular,1.799,Both,,,,,,,False,False,False,MISSED
491,491.png,Diesel,2.459,Both,,,,,,,False,False,False,MISSED
492,492.png,Regular,1.889,Both,,,,,,,False,False,False,MISSED
493,493.png,Regular,2.999,Both,,,,,,,False,False,False,MISSED
493,493.png,Diesel,3.199,Both,,,,,,,False,False,False,MISSED
494,494.png,Regular,2.999,Both,,,,,,,False,False,False,MISSED
494,494.png,Diesel,3.199,Both,,,,,,,False,False,False,MISSED
495,495.png,Regular,2.949,Both,,,,,,,False,False,False,MISSED
495,495.png,Diesel,3.249,Both,,,,,,,False,False,False,MISSED
496,496.png,Regular,2.949,Cash,,,,,,,False,False,False,MISSED
496,496.png,Regular,2.949,Credit,,,,,,,False,False,False,MISSED
496,496.png,Diesel,3.159,Cash,,,,,,,False,False,False,MISSED
496,496.png,Diesel,3.159,Credit,,,,,,,False,False,False,MISSED
497,497.png,Regular,2.999,Both,,,,,,,False,False,False,MISSED
497,497.png,Diesel,3.199,Both,,,,,,,False,False,False,MISSED
498,498.png,Regular,2.949,Both,,,,,,,False,False,False,MISSED
498,498.png,Diesel,3.249,Both,,,,,,,False,False,False,MISSED
499,499.png,Regular,2.949,Cash,,,,,,,False,False,False,MISSED
499,499.png,Regular,2.949,Credit,,,,,,,False,False,False,MISSED
499,499.png,Diesel,3.159,Cash,,,,,,,False,False,False,MISSED
499,499.png,Diesel,3.159,Credit,,,,,,,False,False,False,MISSED
500,500.png,Regular,3.219,Both,,,,,,,False,False,False,MISSED
500,500.png,Mid-Grade,3.399,Both,,,,,,,False,False,False,MISSED
500,500.png,Premium,3.579,Both,,,,,,,False,False,False,MISSED
501,501.png,Regular,1.989,Cash,,,,,,,False,False,False,MISSED
501,501.png,Diesel,2.279,Cash,,,,,,,False,False,False,MISSED
502,502.png,Regular,2.759,Both,,,,,,,False,False,False,MISSED
503,503.png,Regular,2.449,Both,,,,,,,False,False,False,MISSED
503,503.png,Diesel,2.699,Both,,,,,,,False,False,False,MISSED
504,504.png,Regular,2.449,Both,,,,,,,False,False,False,MISSED
504,504.png,Diesel,2.699,Both,,,,,,,False,False,False,MISSED
505,505.png,Regular,2.459,Both,,,,,,,False,False,False,MISSED
505,505.png,Diesel,2.689,Both,,,,,,,False,False,False,MISSED
506,506.png,Regular,2.449,Both,,,,,,,False,False,False,MISSED
507,507.png,Regular,2.449,Both,,,,,,,False,False,False,MISSED
508,508.png,Regular,3.899,Both,,,,,,,False,False,False,MISSED
508,508.png,Mid-Grade,3.999,Both,,,,,,,False,False,False,MISSED
508,508.png,Premium,4.099,Both,,,,,,,False,False,False,MISSED
509,509.png,Regular,2.699,Both,,,,,,,False,False,False,MISSED
509,509.png,Mid-Grade,3.099,Both,,,,,,,False,False,False,MISSED
509,509.png,Premium,3.399,Both,,,,,,,False,False,False,MISSED
510,510.png,Regular,2.699,Both,,,,,,,False,False,False,MISSED
510,510.png,Mid-Grade,3.099,Both,,,,,,,False,False,False,MISSED
510,510.png,Premium,3.399,Both,,,,,,,False,False,False,MISSED
511,511.png,Regular,2.559,Both,,,,,,,False,False,False,MISSED
511,511.png,Mid-Grade,3.099,Both,,,,,,,False,False,False,MISSED
511,511.png,Premium,3.299,Both,,,,,,,False,False,False,MISSED
